          0.000         43.170         77.373          1.889
          1.250         43.170         68.955          1.839
          2.500         43.170         63.368          1.802
          3.750         43.170         63.322          1.802
          5.000         43.170         65.860          1.819
          6.250         43.170         69.289          1.841
          7.500         43.170         71.369          1.854
          8.750         43.170         68.348          1.835
         10.000         43.170         65.627          1.817
         11.250         43.170         66.309          1.822
         12.500         43.170         68.645          1.837
         13.750         43.170         67.943          1.832
         15.000         43.170         68.502          1.836
         16.250         43.170         71.867          1.857
         17.500         43.170         75.801          1.880
         18.750         43.170         77.024          1.887
         20.000         43.170         76.798          1.885
         21.250         43.170         76.114          1.881
         22.500         43.170         75.777          1.880
         23.750         43.170         77.336          1.888
         25.000         43.170         79.581          1.901
         26.250         43.170         81.965          1.914
         27.500         43.170         83.158          1.920
         28.750         43.170         80.723          1.907
         30.000         43.170         78.324          1.894
         31.250         43.170         78.116          1.893
         32.500         43.170         78.547          1.895
         33.750         43.170         75.868          1.880
         35.000         43.170         72.713          1.862
         36.250         43.170         69.899          1.844
         37.500         43.170         68.364          1.835
         38.750         43.170         70.868          1.850
         40.000         43.170         75.149          1.876
         41.250         43.170         80.742          1.907
         42.500         43.170         86.449          1.937
         43.750         43.170         88.210          1.946
         45.000         43.170         92.976          1.968
         46.250         43.170        105.008          2.021
         47.500         43.170        115.458          2.062
         48.750         43.170        104.086          2.017
         50.000         43.170         89.192          1.950
         51.250         43.170         78.660          1.896
         52.500         43.170         72.329          1.859
         53.750         43.170         71.122          1.852
         55.000         43.170         70.868          1.850
         56.250         43.170         69.668          1.843
         57.500         43.170         68.775          1.837
         58.750         43.170         70.439          1.848
         60.000         43.170         73.660          1.867
         61.250         43.170         77.945          1.892
         62.500         43.170         81.325          1.910
         63.750         43.170         79.620          1.901
         65.000         43.170         77.729          1.891
         66.250         43.170         78.197          1.893
         67.500         43.170         79.482          1.900
         68.750         43.170         78.365          1.894
         70.000         43.170         77.090          1.887
         71.250         43.170         76.540          1.884
         72.500         43.170         76.421          1.883
         73.750         43.170         76.885          1.886
         75.000         43.170         77.970          1.892
         76.250         43.170         80.138          1.904
         77.500         43.170         82.400          1.916
         78.750         43.170         81.960          1.914
         80.000         43.170         82.176          1.915
         81.250         43.170         84.495          1.927
         82.500         43.170         86.664          1.938
         83.750         43.170         84.844          1.929
         85.000         43.170         82.333          1.916
         86.250         43.170         81.202          1.910
         87.500         43.170         81.910          1.913
         88.750         43.170         84.907          1.929
         90.000         43.170         90.764          1.958
         91.250         43.170         99.770          1.999
         92.500         43.170        106.344          2.027
         93.750         43.170         99.332          1.997
         95.000         43.170         89.679          1.953
         96.250         43.170         82.976          1.919
         97.500         43.170         80.576          1.906
         98.750         43.170         84.948          1.929
        100.000         43.170         94.128          1.974
        101.250         43.170        107.041          2.030
        102.500         43.170        116.752          2.067
        103.750         43.170        108.927          2.037
        105.000         43.170         97.074          1.987
        106.250         43.170         88.194          1.945
        107.500         43.170         84.739          1.928
        108.750         43.170         91.295          1.960
        110.000         43.170        104.149          2.018
        111.250         43.170        121.211          2.084
        112.500         43.170        133.463          2.125
        113.750         43.170        122.750          2.089
        115.000         43.170        108.590          2.036
        116.250         43.170        100.430          2.002
        117.500         43.170         94.764          1.977
        118.750         43.170         85.835          1.934
        120.000         43.170         78.028          1.892
        121.250         43.170         72.682          1.861
        122.500         43.170         69.243          1.840
        123.750         43.170         67.605          1.830
        125.000         43.170         66.890          1.825
        126.250         43.170         66.715          1.824
        127.500         43.170         66.674          1.824
        128.750         43.170         65.945          1.819
        130.000         43.170         65.745          1.818
        131.250         43.170         66.611          1.824
        132.500         43.170         67.476          1.829
        133.750         43.170         66.432          1.822
        135.000         43.170         65.567          1.817
        136.250         43.170         66.004          1.820
        137.500         43.170         66.579          1.823
        138.750         43.170         64.922          1.812
        140.000         43.170         62.823          1.798
        141.250         43.170         61.147          1.786
        142.500         43.170         60.957          1.785
        143.750         43.170         64.459          1.809
        145.000         43.170         70.075          1.846
        146.250         43.170         76.991          1.886
        147.500         43.170         82.610          1.917
        148.750         43.170         81.385          1.911
        150.000         43.170         79.607          1.901
        151.250         43.170         80.781          1.907
        152.500         43.170         82.526          1.917
        153.750         43.170         79.802          1.902
        155.000         43.170         77.058          1.887
        156.250         43.170         76.245          1.882
        157.500         43.170         76.132          1.882
        158.750         43.170         75.036          1.875
        160.000         43.170         74.238          1.871
        161.250         43.170         74.657          1.873
        162.500         43.170         75.812          1.880
        163.750         43.170         76.419          1.883
        165.000         43.170         78.311          1.894
        166.250         43.170         82.475          1.916
        167.500         43.170         86.744          1.938
        168.750         43.170         86.637          1.938
        170.000         43.170         86.428          1.937
        171.250         43.170         88.400          1.946
        172.500         43.170         90.153          1.955
